Date,Temperatura (Celsius),HumedadRelativa (%),VelocidadViento (m/s),Lluvia (mm),Irradiacion (W/m2),EvapoTranspiracion (mm)
21/4/2017,"28,51","74,33","1,47","0,00","236,46","4,34"
22/4/2017,"28,54","76,67","1,47","0,00","234,00","4,25"
23/4/2017,"27,98","79,50","1,27","9,14","209,00","3,74"
24/4/2017,"29,12","70,54","4,28","0,25","279,25","5,63"
25/4/2017,"29,21","68,96","1,93","0,00","229,08","4,56"
26/4/2017,"27,28","81,79","1,27","48,51","192,88","3,39"
27/4/2017,"26,99","88,75","0,67","38,61","195,75","3,21"
28/4/2017,"29,11","78,33","1,67","0,25","216,79","4,04"
29/4/2017,"29,80","73,92","3,20","0,00","264,71","5,07"
30/4/2017,"28,49","78,71","1,60","5,58","243,38","4,32"
1/5/2017,"27,77","83,92","1,33","4,32","240,67","4,04"
2/5/2017,"27,35","81,08","3,08","0,25","179,71","3,44"
3/5/2017,"27,78","76,88","2,47","0,00","266,71","4,83"
4/5/2017,"27,25","81,63","1,40","18,53","212,33","3,73"
5/5/2017,"26,02","89,04","1,07","0,25","98,46","1,70"
6/5/2017,"26,32","85,75","1,27","7,87","163,08","2,85"
7/5/2017,"27,35","83,21","1,53","0,00","253,38","4,25"
8/5/2017,"26,52","85,29","1,33","88,39","192,13","3,36"
9/5/2017,"25,96","90,17","1,00","2,02","168,96","2,81"
10/5/2017,"27,45","84,58","1,67","0,25","195,71","3,54"
11/5/2017,"26,05","89,29","1,07","18,04","149,58","2,68"
12/5/2017,"25,57","93,38","0,47","3,30","129,63","2,22"
13/5/2017,"25,60","93,83","0,60","0,25","93,75","1,47"
14/5/2017,"27,15","84,88","0,80","0,25","254,00","4,18"
15/5/2017,"26,83","90,67","0,73","1,52","113,25","1,81"
16/5/2017,"27,06","87,08","0,73","3,81","198,71","3,32"
17/5/2017,"25,95","92,21","1,00","7,62","138,38","2,30"
18/5/2017,"25,76","92,00","0,87","48,26","161,67","2,64"
19/5/2017,"26,03","89,71","0,87","1,52","202,58","3,36"
20/5/2017,"26,72","86,32","1,41","19,30","210,88","3,68"
21/5/2017,"25,43","91,43","1,60","71,62","196,78","3,07"
22/5/2017,"25,73","90,50","0,67","1,27","172,75","2,85"
23/5/2017,"27,51","84,33","1,13","12,95","264,58","4,38"
24/5/2017,"27,35","88,79","0,73","11,17","241,25","3,94"
25/5/2017,"27,25","89,00","1,27","26,41","196,17","3,32"
26/5/2017,"26,74","91,71","0,47","0,00","155,04","2,51"
27/5/2017,"26,85","87,29","1,40","15,74","157,00","2,97"
28/5/2017,"26,98","83,13","2,47","0,25","230,79","4,05"
29/5/2017,"26,22","86,42","1,80","41,64","266,21","4,39"
30/5/2017,"26,06","91,00","0,47","7,87","191,92","3,17"
31/5/2017,"27,45","86,67","0,93","0,25","254,67","4,30"
1/6/2017,"27,46","86,00","1,27","0,25","212,63","3,63"
2/6/2017,"27,74","84,04","1,47","0,00","223,04","3,81"
3/6/2017,"26,91","88,54","0,87","0,00","132,21","2,25"
4/6/2017,"27,54","85,33","1,40","0,25","169,42","3,02"
5/6/2017,"26,55","90,04","0,93","26,15","170,58","2,89"
6/6/2017,"27,53","89,63","0,60","11,43","229,38","3,71"
7/6/2017,"26,42","89,38","0,87","15,49","190,04","3,08"
8/6/2017,"26,66","89,38","0,67","7,12","174,75","2,84"
9/6/2017,"26,40","89,29","1,07","0,50","186,83","3,11"
10/6/2017,"25,75","92,63","0,80","5,07","135,00","2,34"
11/6/2017,"26,08","91,38","0,20","0,00","133,50","2,10"
12/6/2017,"27,11","85,54","1,60","9,90","197,46","3,47"
13/6/2017,"26,67","86,42","2,07","20,32","232,25","3,96"
14/6/2017,"25,25","92,00","0,33","10,41","109,54","1,80"
15/6/2017,"25,20","92,21","0,67","7,11","137,42","2,34"
16/6/2017,"25,09","93,42","0,87","5,33","117,33","1,83"
17/6/2017,"24,77","94,79","1,27","24,39","116,00","2,05"
18/6/2017,"25,34","92,33","1,27","5,58","117,88","1,92"
19/6/2017,"26,05","88,88","0,80","2,79","213,92","3,48"
20/6/2017,"25,98","90,21","0,80","19,81","178,71","3,01"
21/6/2017,"25,79","90,50","0,47","5,84","155,75","2,53"
22/6/2017,"25,24","91,96","0,20","0,50","114,08","1,78"
23/6/2017,"25,36","93,50","0,33","30,72","125,29","2,17"
24/6/2017,"27,08","83,75","1,93","0,00","198,33","3,50"
25/6/2017,"27,65","77,75","3,40","0,00","275,13","5,06"
26/6/2017,"26,10","85,25","0,67","0,00","148,88","2,50"
27/6/2017,"25,50","89,83","0,40","5,58","137,17","2,36"
28/6/2017,"25,30","92,46","0,33","5,08","152,04","2,38"
29/6/2017,"26,95","79,54","4,27","0,25","232,63","4,33"
30/6/2017,"27,44","80,46","4,07","6,09","203,75","3,91"
1/7/2017,"24,90","94,17","0,27","1,27","64,21","1,01"
2/7/2017,"25,10","89,42","0,80","2,03","75,92","1,23"
3/7/2017,"26,32","84,50","2,27","0,75","123,50","2,24"
4/7/2017,"25,37","91,46","0,67","45,21","164,33","2,67"
5/7/2017,"26,78","81,04","3,00","0,25","203,21","3,73"
6/7/2017,"27,78","78,38","2,87","0,25","243,96","4,46"
7/7/2017,"26,30","85,67","1,60","1,52","189,83","3,31"
8/7/2017,"26,90","79,92","2,87","0,25","222,21","4,05"
9/7/2017,"26,80","77,67","4,28","0,00","138,17","2,87"
10/7/2017,"26,65","79,21","4,76","0,00","219,67","4,22"
11/7/2017,"26,40","80,25","3,07","0,00","208,67","3,86"
12/7/2017,"25,89","86,00","0,73","5,59","183,21","3,11"
13/7/2017,"26,06","86,75","0,93","0,76","224,75","3,77"
14/7/2017,"27,20","77,29","3,33","0,25","198,54","3,67"
15/7/2017,"27,90","72,13","4,48","0,00","288,33","5,58"
16/7/2017,"26,43","84,25","1,67","1,01","182,13","3,20"
17/7/2017,"25,80","87,42","0,93","1,27","175,75","2,94"
18/7/2017,"26,20","82,33","2,33","0,25","171,08","3,08"
19/7/2017,"25,82","87,21","1,93","3,02","95,83","1,74"
20/7/2017,"27,65","81,08","2,33","0,00","194,71","3,50"
21/7/2017,"25,74","91,00","0,67","5,59","135,75","2,29"
22/7/2017,"27,92","74,54","4,55","0,00","283,46","5,26"
23/7/2017,"27,00","81,25","2,54","0,00","243,88","4,38"
24/7/2017,"27,09","81,17","2,07","0,00","247,83","4,41"
25/7/2017,"27,57","78,71","4,61","3,05","188,63","3,75"
26/7/2017,"26,33","80,96","4,28","0,25","94,79","2,03"
27/7/2017,"27,58","76,54","3,95","0,00","288,00","5,33"
28/7/2017,"27,42","79,54","3,41","0,00","207,38","3,95"
29/7/2017,"27,45","79,21","2,13","0,00","188,42","3,61"
30/7/2017,"26,52","85,83","1,33","16,51","182,38","3,20"
31/7/2017,"24,83","91,29","0,40","21,33","168,54","2,63"
1/8/2017,"26,10","88,96","0,47","6,09","206,75","3,35"
2/8/2017,"27,17","80,25","3,07","0,25","298,71","5,19"
3/8/2017,"27,53","78,42","3,40","0,00","256,58","4,61"
4/8/2017,"27,38","82,25","1,40","0,00","196,96","3,62"
5/8/2017,"26,12","88,13","0,80","11,41","184,67","3,11"
6/8/2017,"26,00","89,08","0,53","0,75","220,25","3,51"
7/8/2017,"26,83","89,00","0,13","0,00","176,83","2,97"
8/8/2017,"28,22","81,00","1,07","0,00","243,67","4,21"
9/8/2017,"26,15","90,25","0,53","5,07","132,46","2,21"
10/8/2017,"25,11","93,08","0,33","14,99","132,21","2,12"
11/8/2017,"26,20","82,13","2,07","0,50","189,00","3,51"
12/8/2017,"26,83","80,21","1,13","0,00","246,75","4,24"
13/8/2017,"24,66","91,92","0,00","8,38","111,67","1,79"
14/8/2017,"27,22","82,29","2,27","0,25","283,75","4,84"
15/8/2017,"27,64","79,13","3,14","1,52","239,50","4,38"
16/8/2017,"27,18","80,71","2,67","0,00","177,46","3,44"
17/8/2017,"27,21","75,46","4,47","0,51","143,88","3,03"
18/8/2017,"27,70","77,29","4,41","0,00","236,00","4,50"
19/8/2017,"27,33","81,75","2,07","0,51","225,17","4,11"
20/8/2017,"26,35","85,08","1,60","5,58","216,96","3,69"
21/8/2017,"26,23","86,67","0,60","1,52","181,13","3,05"
22/8/2017,"26,44","86,71","0,00","0,25","204,08","3,32"
23/8/2017,"25,84","88,83","0,07","25,65","200,17","3,21"
24/8/2017,"25,04","88,75","0,13","18,54","152,29","2,49"
25/8/2017,"26,08","86,92","0,00","0,25","212,79","3,41"
26/8/2017,"27,60","78,79","2,40","0,00","271,25","4,73"
27/8/2017,"27,72","74,08","4,00","0,00","261,50","5,00"
28/8/2017,"26,13","83,54","0,93","0,00","241,83","4,00"
29/8/2017,"25,15","91,21","0,27","27,42","160,96","2,47"
30/8/2017,"25,12","91,42","0,27","36,06","187,63","2,99"
31/8/2017,"25,35","88,38","0,00","13,45","194,42","3,24"
1/9/2017,"26,58","87,50","0,47","3,30","248,29","4,06"
2/9/2017,"27,45","84,63","1,67","6,10","236,67","4,07"
3/9/2017,"25,58","91,17","0,67","13,45","108,29","1,78"
4/9/2017,"26,57","87,17","1,00","0,76","210,29","3,48"
5/9/2017,"25,46","89,54","1,13","17,01","180,96","3,09"
6/9/2017,"25,35","88,25","0,87","19,30","193,08","3,23"
7/9/2017,"26,20","86,17","0,73","82,55","257,33","4,16"
8/9/2017,"25,82","89,42","0,47","3,29","241,25","3,89"
9/9/2017,"25,33","88,88","1,13","41,91","212,00","3,41"
10/9/2017,"25,20","89,33","0,87","18,79","179,83","2,90"
11/9/2017,"23,87","93,96","0,47","72,13","86,79","1,35"
12/9/2017,"26,31","86,71","0,67","0,25","275,42","4,37"
13/9/2017,"27,40","88,25","0,67","6,34","216,46","3,58"
14/9/2017,"25,99","91,75","0,47","17,00","142,67","2,43"
15/9/2017,"26,31","88,50","0,87","22,60","198,21","3,34"
16/9/2017,"26,73","86,17","1,13","1,78","191,46","3,31"
17/9/2017,"25,82","89,50","0,67","20,84","180,42","2,98"
18/9/2017,"25,34","90,71","0,67","45,98","155,96","2,63"
19/9/2017,"25,45","89,96","0,67","4,57","168,79","2,77"
20/9/2017,"25,61","89,50","0,67","16,51","219,33","3,49"
21/9/2017,"25,73","89,13","0,67","47,25","220,04","3,55"
22/9/2017,"25,76","89,92","0,60","7,09","179,46","3,02"
23/9/2017,"25,59","90,08","1,07","1,75","180,63","2,96"
24/9/2017,"25,07","92,50","1,00","1,25","92,75","1,44"
25/9/2017,"25,35","91,08","0,47","0,75","153,08","2,54"
26/9/2017,"25,29","89,71","0,47","0,50","148,96","2,45"
27/9/2017,"25,60","90,17","0,47","1,25","165,00","2,71"
28/9/2017,"26,34","88,75","0,53","0,50","205,92","3,29"
29/9/2017,"25,25","91,83","0,40","6,08","127,88","2,05"
30/9/2017,"25,72","91,00","0,60","2,00","160,92","2,59"
1/10/2017,"24,84","92,00","0,60","1,50","131,71","2,27"
2/10/2017,"24,37","92,58","0,60","1,75","119,00","1,84"
3/10/2017,"24,72","93,08","0,27","4,26","111,04","1,73"
4/10/2017,"23,80","95,50","0,53","246,88","57,79","0,91"
5/10/2017,"22,48","96,46","0,93","110,51","28,50","0,42"
6/10/2017,"23,19","94,00","0,73","40,87","106,75","1,87"
7/10/2017,"25,95","87,92","0,73","0,25","257,75","4,09"
8/10/2017,"26,20","88,92","0,67","0,00","170,00","2,82"
9/10/2017,"26,64","87,38","0,47","1,01","181,17","3,16"
10/10/2017,"25,80","88,17","0,47","1,27","191,88","3,18"
11/10/2017,"25,73","87,88","0,47","0,25","171,04","2,85"
12/10/2017,"26,64","88,21","0,47","2,03","228,04","3,66"
13/10/2017,"26,78","82,71","2,40","0,25","224,17","3,99"
14/10/2017,"27,05","83,00","1,73","0,00","181,38","3,39"
15/10/2017,"27,59","79,92","2,33","0,00","183,33","3,37"
16/10/2017,"28,47","76,04","4,40","0,00","227,63","4,47"
17/10/2017,"27,84","77,04","4,55","0,00","217,54","4,30"
18/10/2017,"26,19","82,25","1,53","0,00","149,13","2,68"
19/10/2017,"26,05","84,46","1,60","0,00","160,04","2,74"
20/10/2017,"27,04","83,71","1,73","0,00","244,21","4,19"
21/10/2017,"25,95","89,67","0,53","21,85","173,79","2,75"
22/10/2017,"25,64","90,67","0,40","10,41","156,54","2,57"
23/10/2017,"26,02","90,38","0,33","26,92","159,71","2,55"
24/10/2017,"25,55","90,83","0,60","10,67","118,67","2,02"
25/10/2017,"24,33","92,63","2,27","5,83","89,54","1,46"
26/10/2017,"23,13","93,13","0,80","23,59","74,38","1,16"
27/10/2017,"23,00","94,42","0,20","21,05","48,54","0,75"
28/10/2017,"25,22","87,33","0,80","0,00","186,33","3,18"
29/10/2017,"25,62","88,50","0,47","0,76","210,33","3,29"
30/10/2017,"26,18","82,38","1,53","1,01","238,88","3,99"
31/10/2017,"26,11","85,88","0,53","0,25","172,17","3,01"
1/11/2017,"26,53","81,79","1,60","0,00","186,71","3,35"
2/11/2017,"26,32","82,29","2,60","0,25","136,75","2,58"
3/11/2017,"26,02","88,21","0,93","3,04","105,38","2,03"
4/11/2017,"25,15","89,58","0,60","6,85","124,71","2,04"
5/11/2017,"26,11","83,00","0,73","0,25","244,92","4,04"
6/11/2017,"26,33","83,42","1,67","0,25","218,71","3,72"
7/11/2017,"26,36","81,25","3,27","0,25","187,79","3,45"
8/11/2017,"27,13","74,42","4,28","0,00","248,67","4,82"
9/11/2017,"25,71","80,13","0,87","0,00","214,88","3,65"
10/11/2017,"25,77","80,58","0,53","0,00","216,92","3,67"
11/11/2017,"26,41","81,54","1,20","0,00","233,79","3,87"
12/11/2017,"25,39","89,75","0,73","0,25","128,71","2,10"
13/11/2017,"26,54","87,13","0,47","0,76","157,04","2,51"
14/11/2017,"25,73","89,42","0,27","1,01","114,75","1,83"
15/11/2017,"23,84","93,46","0,07","28,70","47,83","0,67"
16/11/2017,"25,55","87,38","0,33","0,25","220,50","3,58"
17/11/2017,"25,98","78,21","1,60","0,00","235,04","4,12"
18/11/2017,"24,78","78,29","0,93","0,00","243,25","4,09"
19/11/2017,"24,93","79,00","1,07","0,00","239,67","3,99"
20/11/2017,"25,76","79,08","1,40","0,00","217,88","3,75"
21/11/2017,"25,78","83,46","0,20","1,01","154,79","2,68"
22/11/2017,"25,48","88,38","0,00","0,25","138,13","2,29"
23/11/2017,"25,87","82,50","1,53","0,25","156,75","2,84"
24/11/2017,"25,94","75,54","3,74","0,00","231,46","4,43"
25/11/2017,"26,42","73,21","3,60","0,00","154,58","3,23"
26/11/2017,"26,58","78,08","2,67","0,00","193,17","3,47"
27/11/2017,"26,52","74,79","3,74","0,00","228,92","4,32"
28/11/2017,"25,51","78,33","2,13","0,00","187,50","3,55"
29/11/2017,"26,33","78,33","4,89","0,00","164,75","3,38"
30/11/2017,"27,07","73,33","6,71","0,00","222,17","4,54"
1/12/2017,"26,14","75,38","5,23","0,00","230,33","4,56"
2/12/2017,"26,90","72,83","6,15","0,00","181,54","3,81"
3/12/2017,"27,03","69,88","6,77","0,00","226,54","4,76"
4/12/2017,"27,29","71,75","6,83","0,00","229,79","4,78"
5/12/2017,"27,00","76,17","7,04","0,50","214,96","4,27"
6/12/2017,"26,48","81,04","2,33","0,00","197,67","3,61"
7/12/2017,"25,90","83,92","0,87","41,40","179,25","3,06"
8/12/2017,"25,57","88,33","0,40","0,76","154,42","2,60"
9/12/2017,"26,19","84,88","0,67","0,00","147,96","2,62"
10/12/2017,"25,99","66,88","3,54","0,00","211,25","4,30"
11/12/2017,"23,77","75,17","0,80","0,00","111,21","2,33"
12/12/2017,"24,25","74,29","1,33","0,00","198,17","3,52"
13/12/2017,"24,58","69,13","8,86","0,00","203,42","4,33"
14/12/2017,"24,69","73,54","4,89","0,00","216,33","4,28"
15/12/2017,"25,85","73,13","5,07","0,00","219,96","4,21"
16/12/2017,"27,30","70,92","6,71","0,00","222,50","4,67"
17/12/2017,"27,67","68,92","7,63","0,00","193,21","4,15"
18/12/2017,"27,31","71,58","5,15","0,25","231,83","4,70"
19/12/2017,"27,11","70,00","4,69","0,00","234,75","4,84"
20/12/2017,"26,90","75,13","5,48","0,00","208,67","4,12"
21/12/2017,"27,07","70,75","9,33","0,00","230,54","5,05"
22/12/2017,"26,28","72,50","4,96","0,00","221,63","4,31"
23/12/2017,"27,56","68,63","8,78","0,00","225,67","4,91"
24/12/2017,"26,91","70,88","6,94","0,00","172,04","3,88"
25/12/2017,"27,35","67,92","8,86","0,00","228,88","4,99"
26/12/2017,"26,55","70,21","7,76","0,00","214,08","4,59"
27/12/2017,"26,49","70,08","9,13","0,00","233,13","4,83"
28/12/2017,"26,08","74,29","7,36","5,34","166,29","3,63"
29/12/2017,"25,61","79,13","3,95","2,03","198,79","3,80"
30/12/2017,"26,25","74,54","5,76","0,00","157,04","3,48"
31/12/2017,"25,97","74,04","6,36","0,00","116,00","2,84"
1/1/2018,"26,90","69,58","7,78","0,00","216,79","4,50"
2/1/2018,"26,77","69,88","6,31","0,00","234,79","4,78"
3/1/2018,"26,45","72,33","1,53","0,00","174,79","3,52"
4/1/2018,"26,39","62,08","7,45","0,00","232,67","5,39"
5/1/2018,"25,58","66,58","5,43","0,00","227,38","4,83"
6/1/2018,"25,15","70,17","1,87","0,00","220,17","4,22"
7/1/2018,"25,55","66,33","3,49","0,00","240,92","4,84"
8/1/2018,"25,46","75,88","1,87","0,50","237,54","4,34"
9/1/2018,"25,65","75,58","3,41","0,00","226,67","4,15"
10/1/2018,"25,88","73,79",,"0,00","236,17","4,46"
11/1/2018,"25,30","79,79",,"0,00","189,13","3,18"
12/1/2018,"26,71","75,96",,"0,00","192,13","3,64"
13/1/2018,"26,88","63,63","6,77","0,00","226,00","5,05"
14/1/2018,"26,99","56,71","6,08","0,00","229,71","5,07"
15/1/2018,"26,11","62,63","6,03","0,00","241,42","5,10"
16/1/2018,"24,91","76,75","5,03","0,76","201,50","3,99"
17/1/2018,"26,29","73,08","7,37","0,00","231,13","4,71"
18/1/2018,"26,85","66,50","9,60","0,00","239,96","5,29"
19/1/2018,"26,31","71,96","9,73","0,00","226,17","4,86"
20/1/2018,"27,04","71,75","10,00","0,00","242,92","4,91"
21/1/2018,"27,80","69,67","9,40","0,00","241,00","5,24"
22/1/2018,"27,59","66,50","6,84","0,00","245,58","5,33"
23/1/2018,"27,03","69,08","8,11","0,00","223,63","4,98"
24/1/2018,"27,50","67,75","10,28","0,00","210,75","5,09"
25/1/2018,"27,23","68,50","12,37","1,77","215,79","5,19"
26/1/2018,"27,36","67,21","13,10","0,00","249,54","5,89"
27/1/2018,"27,80","66,79","9,53","0,00","237,79","5,19"
28/1/2018,"27,91","64,54","9,67","0,00","251,63","5,75"
29/1/2018,"27,55","68,38","11,75","0,76","253,58","5,81"
30/1/2018,"27,42","68,17","14,70","1,01","254,33","5,95"
31/1/2018,"27,71","67,33","15,03","0,00","253,42","6,23"
1/2/2018,"27,75","67,21","12,63","0,25","208,75","5,30"
2/2/2018,"27,74","63,88","11,28","0,00","257,04","6,10"
3/2/2018,"27,07","61,96","11,55","0,00","255,42","5,89"
4/2/2018,"27,19","60,88","9,20","0,00","260,08","5,95"
5/2/2018,"27,52","57,46","8,72","0,00","263,63","6,15"
6/2/2018,"26,97","64,04","11,37","0,00","261,33","6,06"
7/2/2018,"27,86","62,46","8,10","0,00","259,75","5,77"
8/2/2018,"27,14","65,13","11,70","0,51","262,42","6,05"
9/2/2018,"27,58","64,04","7,63","0,00","264,29","5,59"
10/2/2018,"27,74","64,29","9,26","0,00","251,83","5,69"
11/2/2018,"28,36","61,38","9,12","0,00","263,50","6,06"
12/2/2018,"27,23","65,79","7,65","2,03","263,42","5,81"
13/2/2018,"27,26","64,46","10,60","0,00","260,42","5,76"
14/2/2018,"27,03","63,04","14,23","0,00","268,21","6,49"
15/2/2018,"26,49","68,50","12,90","0,00","268,17","5,95"
16/2/2018,"26,64","65,92","13,30","0,00","263,25","6,12"
17/2/2018,"27,25","62,75","11,14","0,00","268,13","6,16"
18/2/2018,"27,15","62,88","12,30","0,00","268,63","6,32"
19/2/2018,"28,14","59,67",,"0,51","271,46","6,33"
20/2/2018,"27,55","61,50",,"0,00","273,04","5,92"
21/2/2018,"27,77","63,17","7,58","0,00","274,13","5,81"
22/2/2018,"27,73","62,75","10,01","0,00","275,25","6,05"
23/2/2018,"27,90","59,33","9,87","0,00","279,96","6,48"
24/2/2018,"27,51","62,58","7,77","0,00","272,83","5,82"
25/2/2018,"26,84","64,29","6,78","0,00","276,58","5,88"
26/2/2018,"27,65","60,08","8,52","0,00","277,88","6,20"
27/2/2018,"27,04","60,00","9,26","0,00","282,21","6,66"
28/2/2018,"27,25","59,75","8,98","0,00","285,04","6,64"
1/3/2018,"27,84","53,88","6,15","0,00","288,00","6,36"
2/3/2018,"27,69","59,33","7,82","0,00","290,71","6,34"
3/3/2018,"27,62","56,08","11,29","0,00","288,13","6,86"
4/3/2018,"27,62","58,13","10,40","0,00","286,33","6,54"
5/3/2018,"27,55","56,38","9,53","0,00","290,04","6,71"
6/3/2018,"26,83","60,25","6,77","0,00","291,13","6,19"
7/3/2018,"26,86","60,38","7,33","0,00","289,29","6,22"
8/3/2018,"27,62","61,71","10,21","0,00","282,67","6,41"
9/3/2018,"28,51","62,29",,"0,00","285,79","6,31"
10/3/2018,"29,20","62,08",,"0,00","284,38","6,45"
11/3/2018,"28,60","64,00",,"0,00","286,63","5,90"
12/3/2018,"27,96","67,67",,"0,00","220,50","4,49"
13/3/2018,"28,51","65,13",,"0,00","284,83","6,24"
14/3/2018,"29,34","60,67",,"0,00","284,46","6,47"
15/3/2018,"28,98","58,96",,"0,00","285,33","6,84"
16/3/2018,"29,02","56,67",,"0,00","292,42","7,13"
17/3/2018,"28,37","60,88","8,85","0,00","278,21","6,27"
18/3/2018,"28,93","59,13","8,05","0,00","296,00","6,49"
19/3/2018,"29,04","58,25","4,13","0,00","296,63","6,19"
20/3/2018,"27,95","64,63","3,33","0,00","273,17","5,49"
21/3/2018,"28,99","56,63","9,26","0,00","287,54","6,75"
22/3/2018,"28,16","57,17","13,97","0,00","293,33","7,43"
23/3/2018,"28,54","58,79","12,10","0,00","289,92","6,94"
24/3/2018,"28,33","61,17","10,83","0,00","283,96","6,67"
25/3/2018,"28,70","59,92","10,69","0,00","284,17","6,62"
26/3/2018,"28,81","58,71","11,83","0,00","287,83","6,94"
27/3/2018,"28,49","59,63","11,89","0,00","287,25","6,91"
28/3/2018,"29,24","54,04","9,33","0,00","287,08","6,95"
29/3/2018,"29,28","56,96","6,89","0,00","275,54","6,14"
30/3/2018,"28,08","63,71","7,18","0,00","282,46","6,21"
31/3/2018,"28,36","53,67","9,53","0,00","289,21","6,95"
1/4/2018,"28,78","48,83","6,97","0,00","291,71","6,80"
2/4/2018,"27,96","53,96","4,34","0,00","292,75","6,31"
3/4/2018,"27,13","60,13","2,53","0,00","296,92","5,92"
4/4/2018,"27,06","62,17","0,80","0,00","250,25","4,66"
5/4/2018,"26,96","63,50","2,60","0,00","280,50","5,57"
6/4/2018,"28,39","58,50","7,90","0,00","285,56","4,54"
7/4/2018,,,,,,
8/4/2018,"27,84","58,06","5,23","0,00","283,67","0,74"
9/4/2018,"28,22","68,50","3,80","0,25","277,54","5,39"
10/4/2018,"28,25","67,88","3,67","0,00","295,00","5,82"
11/4/2018,"27,20","66,92",,"0,00","191,38","4,10"
12/4/2018,"27,79","66,42",,"0,00","295,29","5,84"
13/4/2018,"27,74","66,08",,"0,00","244,71","4,66"
14/4/2018,"27,63","65,83",,"0,00","259,21","4,67"
15/4/2018,"28,34","65,67",,"0,00","283,88","5,70"
16/4/2018,"29,36","65,54","10,27","0,00","303,25","6,94"
17/4/2018,"28,71","65,63","8,79","0,00","302,71","6,57"
18/4/2018,"29,02","65,83","8,31","0,00","303,75","6,65"
19/4/2018,"28,67","65,75","8,00","0,00","297,38","6,42"
20/4/2018,"29,10","65,54","9,86","0,00","299,17","6,62"
21/4/2018,"28,68","65,25","6,38","0,00","291,58","6,14"
22/4/2018,"28,91","65,17","6,31","0,00","301,00","6,19"
23/4/2018,"29,45","65,21","6,03","0,00","300,54","6,41"
24/4/2018,"28,96","65,21","6,16","0,00","250,88","5,33"
25/4/2018,"29,69","65,21","5,83","0,00","281,25","5,95"
26/4/2018,"28,25","65,29","1,88","0,00","225,46","4,40"
27/4/2018,"28,40","65,29","1,67","0,00","262,79","4,82"
28/4/2018,"29,36","65,38","2,20","0,00","287,75","5,51"
29/4/2018,"29,13","65,42","5,28","0,00","290,17","5,87"
30/4/2018,"29,07","65,63",,"0,00","228,67","5,15"
1/5/2018,"29,71","65,79",,"0,00","297,75","6,53"
2/5/2018,"29,74","66,08",,"0,00","301,75","6,61"
3/5/2018,"28,70","66,46",,"0,00","286,63","5,99"
4/5/2018,"28,78","66,46","3,61","0,00","287,58","5,92"
5/5/2018,"28,17","66,21","0,53","0,00","214,79","4,14"
6/5/2018,"28,40","66,63","0,67","0,00","258,08","4,52"
7/5/2018,"28,11","66,54","1,27","20,32","258,38","4,61"
8/5/2018,"28,20","66,50",,"0,25","286,21","5,60"
9/5/2018,"27,38","66,25",,"14,73","247,83","4,55"
10/5/2018,"27,15","66,08","0,40","0,00","231,58","3,88"
11/5/2018,"27,20","65,92","0,67","0,00","210,50","3,65"
12/5/2018,"27,68","66,17","2,75","0,25","245,17","4,67"
13/5/2018,"28,11","66,54","2,33","0,00","264,17","5,04"
14/5/2018,"27,91","67,13","1,07","0,00","253,58","4,44"
15/5/2018,"26,38","67,58","0,27","0,00","149,42","2,49"
16/5/2018,"26,50","67,88","0,53","23,11","207,71","3,47"
17/5/2018,"25,28","68,21","0,40","11,93","155,42","2,48"
18/5/2018,"26,50","68,38","0,87","0,50","232,67","3,81"
19/5/2018,"26,70","68,50","0,73","0,00","155,79","2,55"
20/5/2018,"26,31","68,79","0,40","8,89","173,38","2,85"
21/5/2018,"25,28","69,13","0,40","21,07","175,50","2,77"
22/5/2018,"24,56","69,25","0,53","45,45","116,21","1,96"
23/5/2018,"26,28","69,17","0,60","100,07","236,38","3,68"
24/5/2018,"26,17","69,04","0,47","0,25","192,54","3,14"
25/5/2018,"26,28","68,71","0,33","38,60","223,71","3,65"
26/5/2018,"24,66","68,38","0,27","20,07","75,33","1,22"
27/5/2018,"24,35","67,79","0,53","18,01","110,54","1,78"
28/5/2018,"25,78","67,13","0,20","15,99","167,79","2,82"
29/5/2018,"27,05","67,13","0,60","5,84","262,67","4,27"
30/5/2018,"26,53","66,67","0,53","26,66","238,88","3,91"
31/5/2018,"27,35","66,54","1,33","0,25","205,63","3,80"
1/6/2018,"27,92","66,67","4,14","0,00","249,17","4,76"
2/6/2018,"25,75","66,71","1,20","20,83","176,67","3,24"
3/6/2018,"27,35","66,96","2,33","0,50","296,71","5,22"
4/6/2018,"27,30","67,08","3,00","0,00","159,21","3,05"
5/6/2018,"26,68","67,21","1,47","0,51","156,71","2,85"
6/6/2018,"26,69","66,79","2,68","0,25","194,42","3,52"
7/6/2018,"25,54","66,13","0,73","3,81","124,46","2,14"
8/6/2018,"28,95","65,33","6,69","0,00","280,71","5,64"
9/6/2018,"28,24","64,83","5,49","0,00","280,29","5,46"
10/6/2018,"26,18","64,46","2,40","41,91","116,63","2,31"
11/6/2018,"26,16","64,08","0,53","21,33","220,96","3,66"
12/6/2018,"26,15","63,71","0,53","1,27","183,21","3,04"
13/6/2018,"26,56","63,38","0,67","13,71","227,50","3,73"
14/6/2018,"26,42","62,75","0,73","4,82","209,54","3,47"
15/6/2018,"25,35","62,50","0,67","14,47","160,75","2,61"
16/6/2018,"25,72","62,46","0,27","0,25","149,63","2,49"
17/6/2018,"27,08","62,38","0,73","0,25","199,04","3,40"
18/6/2018,"27,86","62,54","3,28","0,00","259,88","4,74"
